rewards,infected
-38.492857142857154,25.485714285714295
-38.467857142857135,24.94285714285715
-38.26785714285713,25.94285714285715
-37.91428571428572,25.11428571428572
-38.157142857142865,26.000000000000007
-39.23928571428572,25.342857142857152
-40.33928571428573,26.285714285714295
-37.39999999999999,24.31428571428572
-33.90357142857142,22.371428571428577
-36.81785714285714,24.542857142857148
-36.782142857142865,24.571428571428584
-39.817857142857136,26.485714285714295
-35.36785714285714,23.800000000000008
-39.89642857142857,26.285714285714292
-33.02499999999999,21.314285714285713
-35.12857142857143,23.000000000000004
-36.48214285714286,24.45714285714287
-36.13214285714286,23.885714285714293
-36.85357142857143,24.85714285714287
-36.81428571428571,24.285714285714295
-36.074999999999996,24.028571428571432
-38.55714285714286,25.342857142857145
-36.47857142857143,25.400000000000013
-36.96071428571429,24.82857142857144
-36.74999999999999,24.742857142857154
-38.51071428571428,25.628571428571437
-39.739285714285714,25.65714285714287
-38.128571428571426,25.914285714285725
-36.982142857142854,24.85714285714287
-39.067857142857136,26.685714285714294
-38.00714285714286,24.657142857142865
-32.4392857142857,22.71428571428572
-38.375,25.600000000000012
-37.30357142857142,24.914285714285725
-36.978571428571435,25.114285714285725
-36.59285714285715,24.657142857142865
-37.26428571428571,24.885714285714293
-36.792857142857144,24.457142857142866
-36.36071428571428,24.228571428571442
-35.69285714285715,23.80000000000001
-37.47857142857143,25.20000000000001
-38.0,25.857142857142865
-37.82142857142857,24.885714285714293
-39.94642857142857,26.000000000000014
-35.389285714285705,23.000000000000004
-34.142857142857146,22.742857142857147
-36.046428571428564,23.97142857142858
-38.08571428571428,25.028571428571436
-36.717857142857135,23.91428571428572
-35.38214285714285,23.60000000000001
-35.87857142857143,24.22857142857143
-33.71071428571428,22.800000000000004
-39.52500000000001,25.571428571428577
-37.035714285714285,23.628571428571433
-37.175000000000004,24.257142857142856
-36.52142857142857,23.971428571428575
-37.614285714285714,24.742857142857154
-37.30357142857144,25.057142857142864
-38.074999999999996,24.65714285714287
-38.61428571428571,24.857142857142858
-38.957142857142856,25.57142857142858
-39.10714285714285,26.22857142857144
-36.221428571428575,24.285714285714295
-36.13214285714285,24.88571428571429
-36.292857142857144,24.228571428571435
-38.153571428571425,25.17142857142858
-37.01428571428571,24.514285714285727
-37.28928571428572,24.400000000000006
-39.91428571428571,26.771428571428583
-36.271428571428565,24.31428571428572
-39.56785714285714,25.628571428571437
-39.93928571428571,25.485714285714295
-38.032142857142865,25.942857142857157
-39.40714285714285,26.057142857142868
-39.292857142857144,25.457142857142873
-35.653571428571425,23.714285714285722
-41.546428571428564,26.60000000000001
-34.98214285714286,22.714285714285715
-37.832142857142856,25.00000000000001
-34.76071428571428,24.200000000000006
-37.20357142857143,24.257142857142867
-37.63214285714286,25.20000000000001
-36.07142857142856,23.68571428571429
-34.81071428571428,23.400000000000006
-37.03928571428571,24.742857142857158
-35.65357142857143,23.77142857142858
-33.45357142857142,23.000000000000004
-37.38928571428571,24.77142857142858
-37.42142857142857,24.62857142857143
-39.739285714285714,26.05714285714286
-40.45,26.085714285714293
-35.74285714285713,23.94285714285715
-36.46071428571429,24.142857142857153
-37.767857142857146,24.600000000000005
-37.87857142857143,25.057142857142864
-39.96785714285714,26.057142857142864
-38.092857142857135,25.057142857142868
-34.57142857142858,22.457142857142866
-40.17142857142857,26.57142857142858
-39.61785714285713,25.428571428571438
-37.07499999999999,24.828571428571436
-41.203571428571415,26.942857142857154
-38.51428571428572,26.142857142857157
-39.378571428571426,26.200000000000014
-38.878571428571426,24.82857142857143
-36.28928571428572,24.65714285714287
-36.6,23.48571428571429
-38.43928571428571,24.685714285714287
-36.621428571428574,24.22857142857144
-36.449999999999996,23.714285714285715
-37.03571428571428,24.200000000000014
-38.61071428571429,24.828571428571433
-35.86071428571429,24.11428571428572
-36.52142857142857,25.342857142857156
-36.21785714285715,24.40000000000001
-37.8,25.114285714285725
-37.925000000000004,25.114285714285714
-36.52142857142857,23.342857142857156
-37.785714285714285,24.85714285714287
-36.87857142857144,24.14285714285715
-36.93571428571429,24.74285714285715
-38.04285714285714,24.485714285714295
-41.23571428571427,26.82857142857144
-38.10357142857142,24.657142857142865
-33.767857142857146,22.77142857142857
-39.824999999999996,25.91428571428572
-37.63214285714286,25.028571428571436
-38.73571428571429,25.028571428571436
-37.70714285714287,25.2857142857143
-33.550000000000004,22.542857142857148
-37.357142857142854,24.285714285714292
-36.28571428571429,24.657142857142865
-33.199999999999996,22.57142857142857
-36.38928571428573,25.20000000000001
-38.57500000000002,25.74285714285715
-37.146428571428565,25.2857142857143
-40.546428571428564,26.2857142857143
-39.17142857142857,26.34285714285715
-36.42857142857143,23.02857142857143
-38.74285714285715,25.485714285714295
-37.10714285714287,23.74285714285715
-37.50714285714285,24.685714285714294
-41.03571428571429,26.200000000000006
-36.582142857142856,23.657142857142862
-38.75714285714286,25.11428571428572
-33.703571428571436,23.057142857142868
-33.82142857142857,23.37142857142857
-34.15357142857143,23.457142857142863
-37.082142857142856,24.71428571428572
-35.26428571428571,23.685714285714294
-35.4,22.628571428571433
-38.653571428571425,25.314285714285724
-38.667857142857144,25.62857142857144
-37.789285714285725,24.657142857142862
-35.824999999999996,23.94285714285715
-38.43928571428572,24.342857142857152
-39.10357142857142,25.42857142857144
-39.19999999999999,25.628571428571437
-35.89285714285714,23.628571428571433
-39.05357142857143,25.600000000000012
-37.778571428571425,24.91428571428572
-38.349999999999994,25.371428571428584
-37.57142857142856,23.8
-40.46071428571429,26.657142857142865
-36.11071428571428,24.000000000000007
-36.957142857142856,23.485714285714298
-38.528571428571425,24.45714285714286
-38.82857142857143,25.171428571428578
-34.63214285714285,23.77142857142858
-37.160714285714285,24.828571428571436
-36.23928571428572,23.428571428571438
-35.974999999999994,23.885714285714293
-40.04642857142857,25.800000000000004
-38.689285714285724,25.428571428571434
-38.0,25.114285714285725
-39.32142857142857,25.314285714285724
-38.18214285714285,25.114285714285717
-35.14285714285715,24.057142857142868
-38.73214285714286,25.57142857142858
-37.607142857142854,23.742857142857147
-38.746428571428574,25.257142857142867
-34.52857142857143,23.800000000000004
-39.07499999999999,26.62857142857144
-38.04285714285715,25.342857142857152
-39.69285714285715,26.37142857142858
-37.22857142857143,23.34285714285715
-37.65,24.400000000000006
-37.12142857142857,25.74285714285715
-39.32857142857142,25.85714285714287
-37.9642857142857,25.54285714285715
-36.278571428571425,24.285714285714292
-40.32500000000001,26.171428571428578
-38.307142857142864,24.771428571428576
-36.96071428571429,24.31428571428572
-35.70357142857143,23.34285714285715
-35.303571428571416,23.71428571428573
-38.00714285714285,25.542857142857155
-38.43928571428571,25.77142857142858
-36.23571428571428,24.314285714285717
-39.64642857142857,25.114285714285725
-38.114285714285714,25.51428571428572
-37.33571428571429,25.51428571428573
-37.29642857142857,25.571428571428584
-39.00714285714286,25.828571428571433
-37.364285714285714,25.2857142857143
-37.87142857142857,25.400000000000006
-31.657142857142855,21.714285714285715
-34.21785714285715,23.742857142857144
-31.29285714285714,21.000000000000004
-37.03214285714286,24.57142857142858
-35.68214285714285,23.71428571428572
-36.01071428571429,23.628571428571433
-37.86428571428571,24.42857142857143
-36.19642857142858,25.257142857142863
-38.95357142857143,25.74285714285715
-35.535714285714285,23.85714285714286
-37.53571428571428,25.742857142857154
-33.075,22.22857142857143
-37.999999999999986,24.914285714285725
-40.74642857142857,26.00000000000001
-34.58214285714286,24.54285714285715
-37.56428571428571,24.800000000000004
-37.121428571428574,23.971428571428582
-38.83928571428571,26.028571428571443
-37.52142857142857,25.57142857142858
-36.33928571428572,23.914285714285718
-35.510714285714286,22.828571428571436
-35.939285714285724,24.142857142857146
-37.44285714285713,25.37142857142858
-37.275,23.885714285714293
-35.61428571428571,23.08571428571429
-36.778571428571425,25.200000000000014
-37.71785714285715,24.82857142857144
-34.70714285714286,23.34285714285715
-36.28214285714286,24.885714285714297
-39.34642857142857,26.05714285714286
-35.767857142857146,24.0857142857143
-37.324999999999996,24.342857142857152
-37.58571428571428,25.60000000000001
-35.760714285714286,23.685714285714294
-35.025,23.51428571428572
-35.589285714285715,24.05714285714287
-37.725,26.54285714285715
-35.47857142857143,22.34285714285715
-38.78214285714285,26.542857142857155
-38.699999999999996,25.82857142857144
-40.03214285714285,26.257142857142867
-35.38214285714285,24.057142857142864
-35.56785714285715,23.51428571428572
-40.10714285714286,26.085714285714296
-39.72500000000001,26.885714285714297
-37.117857142857126,23.97142857142858
-37.682142857142864,25.02857142857144
-38.421428571428564,25.857142857142865
-37.49285714285715,24.68571428571429
-40.67142857142857,26.714285714285722
-37.914285714285704,24.74285714285715
-38.98571428571429,25.20000000000001
-35.225,24.37142857142858
-33.73928571428571,23.028571428571436
-36.82142857142856,24.828571428571433
-35.785714285714285,24.514285714285723
-36.67142857142857,23.885714285714297
-39.78571428571429,25.82857142857144
-35.18214285714285,23.285714285714295
-39.096428571428575,25.48571428571429
-37.08928571428572,24.885714285714293
-36.989285714285714,24.77142857142858
-36.02857142857144,23.571428571428584
-37.596428571428575,24.71428571428572
-39.49285714285715,26.00000000000001
-37.91071428571429,25.0857142857143
-36.171428571428564,24.171428571428578
-36.19285714285715,23.62857142857144
-38.575,24.400000000000013
-37.18571428571428,24.200000000000006
-37.025,23.82857142857144
-39.97857142857143,25.6857142857143
-37.58214285714287,24.114285714285717
-37.967857142857135,25.600000000000016
-38.25357142857143,25.6857142857143
-40.24642857142858,25.971428571428586
-34.25714285714285,22.942857142857147
-35.12142857142857,23.22857142857143
-35.79642857142857,23.285714285714292
-37.346428571428575,25.00000000000001
-34.975,23.17142857142858
-35.66785714285713,23.971428571428582
-37.953571428571415,25.628571428571437
-35.760714285714286,23.22857142857144
-37.921428571428585,25.285714285714295
-38.77500000000001,25.97142857142858
-41.38928571428571,27.25714285714287
-38.0,24.914285714285718
-35.810714285714276,23.428571428571427
-34.66785714285714,22.057142857142857
-36.62142857142858,25.74285714285715
