rewards,infected
-34.339285714285715,23.000000000000007
-37.16428571428571,23.742857142857144
-38.53571428571429,25.857142857142865
-37.84642857142856,24.714285714285722
-33.01071428571429,22.28571428571429
-36.82857142857142,23.657142857142855
-38.85357142857144,25.02857142857144
-38.10714285714285,25.14285714285715
-39.11785714285714,25.857142857142865
-37.714285714285715,24.97142857142857
-34.19285714285715,23.2
-37.57857142857142,25.142857142857153
-34.496428571428574,23.257142857142863
-36.385714285714286,23.628571428571437
-34.01785714285714,22.42857142857143
-37.671428571428564,25.22857142857144
-39.24642857142857,25.82857142857144
-37.38928571428571,24.914285714285718
-33.921428571428564,22.314285714285724
-38.971428571428575,24.60000000000001
-37.77499999999999,24.37142857142858
-36.96785714285715,24.685714285714294
-35.03571428571429,23.20000000000001
-35.76428571428571,23.80000000000001
-35.48571428571428,23.971428571428575
-37.135714285714286,25.000000000000007
-36.96785714285714,24.228571428571435
-34.17142857142857,23.000000000000007
-37.832142857142856,24.800000000000008
-35.103571428571435,23.4
-37.57857142857142,25.800000000000008
-38.12857142857143,24.457142857142863
-33.06071428571428,23.028571428571436
-35.667857142857144,23.885714285714297
-38.557142857142864,25.314285714285724
-36.253571428571426,24.14285714285715
-38.62857142857143,25.400000000000002
-38.785714285714285,24.85714285714287
-37.79642857142857,25.65714285714287
-38.885714285714286,25.057142857142864
-35.396428571428565,23.371428571428574
-32.92499999999999,22.34285714285714
-35.50357142857141,23.77142857142858
-37.81071428571428,24.828571428571436
-37.27857142857144,24.514285714285716
-35.61785714285714,23.371428571428574
-40.51428571428571,26.42857142857144
-35.564285714285695,23.714285714285715
-34.725,23.51428571428572
-37.41428571428572,24.51428571428572
-36.328571428571436,23.05714285714286
-31.232142857142854,21.285714285714292
-33.75714285714286,23.342857142857145
-38.307142857142864,24.828571428571433
-35.653571428571425,23.34285714285715
-40.121428571428574,26.400000000000016
-36.728571428571435,24.542857142857148
-34.38571428571429,22.200000000000003
-34.303571428571445,23.171428571428578
-36.58571428571429,24.228571428571435
-39.26428571428571,26.571428571428584
-37.68571428571428,24.91428571428572
-35.94642857142856,23.285714285714295
-37.11428571428572,25.457142857142863
-37.23214285714285,25.457142857142873
-38.546428571428564,25.600000000000005
-36.71071428571428,24.942857142857154
-36.08571428571429,23.88571428571429
-36.03928571428572,24.828571428571436
-37.275,24.285714285714295
-35.42857142857143,23.542857142857148
-38.225,24.914285714285718
-36.99642857142858,24.00000000000001
-35.73571428571429,24.342857142857152
-37.11785714285714,24.600000000000005
-37.04999999999999,25.28571428571429
-36.767857142857146,24.514285714285727
-38.86785714285715,25.40000000000001
-38.07142857142856,24.800000000000015
-38.13928571428571,25.17142857142857
-34.33214285714285,23.02857142857144
-37.839285714285715,25.085714285714296
-36.52142857142858,24.200000000000006
-36.68928571428571,24.342857142857152
-33.90357142857142,22.65714285714286
-37.03571428571427,23.88571428571429
-36.296428571428564,23.91428571428572
-33.54642857142857,22.057142857142864
-35.75000000000001,23.714285714285722
-36.525000000000006,24.05714285714286
-38.889285714285705,25.742857142857147
-35.035714285714285,23.48571428571429
-35.535714285714285,22.400000000000006
-34.367857142857154,23.28571428571429
-39.68214285714286,26.428571428571434
-36.342857142857135,23.400000000000006
-34.36785714285714,22.628571428571433
-35.489285714285714,23.400000000000002
-35.53571428571428,23.94285714285715
-37.35714285714286,23.942857142857147
-35.074999999999996,22.742857142857147
-36.667857142857144,23.628571428571437
-34.9392857142857,23.42857142857144
-35.903571428571425,24.60000000000001
-35.18214285714285,23.22857142857143
-34.132142857142846,22.94285714285715
-36.582142857142856,25.314285714285727
-38.578571428571436,25.80000000000001
-38.16428571428571,25.085714285714296
-34.75357142857143,22.800000000000004
-38.70714285714286,25.57142857142858
-39.18571428571428,24.85714285714286
-33.09285714285714,22.28571428571428
-39.075,25.457142857142863
-37.30000000000001,25.285714285714295
-38.974999999999994,25.6
-36.400000000000006,24.400000000000013
-40.83571428571428,27.6857142857143
-33.67857142857142,22.37142857142857
-34.09642857142857,22.65714285714287
-37.81071428571427,25.228571428571435
-34.67142857142858,23.0
-36.12857142857144,24.48571428571429
-37.46785714285713,24.771428571428583
-38.34285714285714,25.142857142857153
-34.95714285714285,22.885714285714286
-38.02500000000001,24.800000000000008
-31.817857142857143,21.085714285714293
-36.60714285714286,24.028571428571436
-34.99285714285714,23.828571428571436
-38.08571428571428,25.885714285714297
-33.63214285714286,22.25714285714286
-38.3,24.54285714285715
-36.53571428571429,24.914285714285718
-35.23214285714285,24.057142857142868
-37.967857142857135,24.800000000000004
-37.00714285714285,24.057142857142868
-33.96071428571429,22.828571428571433
-34.51785714285714,22.714285714285715
-34.01428571428571,22.80000000000001
-37.88928571428571,25.457142857142863
-37.42857142857143,24.485714285714298
-37.785714285714285,25.600000000000016
-33.76071428571428,22.371428571428577
-35.99285714285714,24.000000000000014
-36.232142857142875,24.228571428571435
-36.18571428571428,24.171428571428574
-37.039285714285704,25.371428571428577
-35.67857142857143,23.400000000000006
-38.364285714285714,25.60000000000001
-36.646428571428565,24.85714285714286
-36.86071428571428,25.02857142857144
-34.98571428571428,23.34285714285715
-37.85357142857143,25.657142857142862
-39.86428571428572,26.428571428571438
-35.585714285714296,24.628571428571433
-37.6607142857143,25.200000000000003
-32.37142857142857,22.25714285714286
-33.53928571428571,22.57142857142858
-36.296428571428564,23.857142857142865
-34.925,23.800000000000008
-35.86785714285714,23.25714285714286
-32.88571428571428,22.142857142857142
-34.357142857142854,23.771428571428572
-35.58928571428571,22.97142857142857
-35.503571428571426,24.371428571428577
-37.474999999999994,24.828571428571436
-34.603571428571435,23.771428571428576
-38.917857142857144,26.20000000000001
-33.06428571428571,23.257142857142863
-37.150000000000006,23.91428571428572
-35.68214285714286,23.914285714285715
-34.77857142857144,24.51428571428573
-34.62142857142857,23.14285714285715
-34.98214285714286,24.228571428571435
-34.114285714285714,23.457142857142866
-33.33571428571429,22.485714285714288
-33.61428571428573,22.82857142857143
-34.45714285714286,24.200000000000006
-36.32857142857144,24.628571428571433
-38.664285714285704,25.657142857142865
-33.60714285714285,21.800000000000004
-36.074999999999996,25.114285714285725
-35.99285714285713,24.800000000000015
-34.94285714285713,24.028571428571436
-34.58214285714287,23.600000000000012
-34.385714285714286,22.971428571428582
-33.260714285714286,22.14285714285715
-35.699999999999996,24.228571428571442
-37.05357142857144,24.857142857142865
-34.271428571428565,23.485714285714295
-38.43571428571428,26.057142857142868
-31.83571428571428,21.514285714285712
