rewards,infected
-18.383333333333336,15.43333333333333
-19.083333333333336,16.2
-18.95,16.4
-19.466666666666665,16.599999999999998
-20.083333333333332,16.666666666666664
-21.35,18.133333333333333
-22.866666666666664,19.56666666666667
-17.75,15.566666666666666
-20.049999999999997,17.200000000000003
-20.366666666666667,17.533333333333335
-18.900000000000002,15.66666666666667
-21.566666666666666,17.599999999999998
-21.366666666666667,18.2
-21.383333333333333,18.066666666666663
-17.06666666666667,14.799999999999999
-19.383333333333333,16.0
-19.716666666666665,16.666666666666664
-19.05,16.933333333333334
-17.983333333333334,15.200000000000003
-21.71666666666667,18.200000000000003
-19.033333333333335,15.833333333333336
-19.4,17.133333333333336
-22.866666666666656,19.366666666666664
-18.566666666666666,16.3
-22.233333333333334,18.733333333333334
-21.633333333333333,18.900000000000002
-19.900000000000006,16.766666666666666
-23.083333333333332,20.466666666666672
-18.8,15.700000000000001
-17.9,14.766666666666664
-19.849999999999998,17.0
-24.683333333333337,20.666666666666664
-19.43333333333333,16.66666666666666
-19.38333333333333,17.56666666666667
-16.683333333333334,14.000000000000004
-19.933333333333334,16.96666666666666
-20.683333333333334,17.599999999999998
-18.849999999999998,16.333333333333332
-21.133333333333336,17.866666666666664
-23.266666666666666,19.466666666666665
-23.183333333333334,19.366666666666667
-18.23333333333333,15.366666666666665
-20.216666666666665,17.566666666666666
-20.78333333333333,18.333333333333336
-18.133333333333333,15.566666666666666
-21.133333333333333,17.866666666666667
-20.200000000000003,17.133333333333333
-22.56666666666667,18.733333333333334
-17.950000000000003,15.266666666666667
-20.266666666666666,16.866666666666664
-18.316666666666666,15.200000000000003
-20.16666666666667,17.166666666666668
-20.48333333333333,17.400000000000002
-19.550000000000004,15.933333333333335
-20.466666666666665,17.066666666666666
-18.300000000000004,16.200000000000006
-16.999999999999996,15.033333333333337
-22.84999999999999,19.33333333333334
-20.883333333333333,18.133333333333333
-19.76666666666667,16.9
-21.000000000000007,18.23333333333333
-21.81666666666666,18.400000000000006
-19.449999999999996,16.933333333333334
-21.583333333333332,18.4
-22.6,19.266666666666666
-18.95,15.933333333333335
-20.083333333333332,17.099999999999998
-18.216666666666665,16.0
-23.28333333333333,20.1
-19.416666666666668,16.833333333333332
-17.2,15.533333333333333
-22.966666666666665,19.300000000000004
-16.76666666666667,14.299999999999999
-19.53333333333333,16.299999999999997
-17.750000000000004,15.33333333333333
-23.266666666666662,19.63333333333333
-17.650000000000006,14.999999999999996
-17.316666666666666,14.966666666666667
-19.099999999999998,16.1
-20.983333333333338,18.03333333333333
-21.266666666666666,18.466666666666676
-16.13333333333333,13.966666666666669
-20.78333333333334,17.766666666666662
-19.499999999999996,16.733333333333334
-18.58333333333334,16.200000000000003
-21.383333333333333,18.333333333333332
-20.64999999999999,17.900000000000002
-18.666666666666668,16.03333333333334
-21.549999999999997,18.96666666666667
-21.166666666666668,18.200000000000003
-19.350000000000005,16.466666666666665
-19.25,16.266666666666666
-18.483333333333338,15.966666666666669
-19.416666666666668,16.066666666666663
-19.016666666666666,16.56666666666667
-19.549999999999994,16.400000000000002
-18.116666666666667,15.599999999999998
-18.85,16.266666666666666
-18.350000000000005,15.466666666666661
-21.083333333333332,17.766666666666666
